titre,titre_original,date,duree,descriptions,genre,langue_origine,pays,public,score,acteurs,nbSaisons,nbEpisodes
Shutter Island,Shutter Island,24 février 2010,138,"En 1954, un maréchal américain enquête sur la disparition d'un meurtrier qui s'est échappé d'un hôpital pour criminels.","Mystère,Thriller","Anglais,Allemand",États-Unis,12,8.2,"Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,Ben Kingsley,Max von Sydow,Michelle Williams,Patricia Clarkson,Jackie Earle Haley,Ted Levine,John Carroll Lynch,Elias Koteas,Robin Bartlett,Christopher Denham,Nellie Sciutto,Joseph Sikora,Curtiss Cook,Raymond Anthony Thomas,Joseph McKenna",,
Sixième sens,The Sixth Sense,5 janvier 2000,107,Un jeune garçon qui communique avec des esprits demande l'aide d'un psychologue pour enfants.,"Drame,Mystère,Thriller","Anglais,Latin,Espagnol",États-Unis,12,8.2,"Bruce Willis,Haley Joel Osment,Toni Collette,Olivia Williams,Trevor Morgan,Donnie Wahlberg,Peter Anthony Tambakis,Jeffrey Zubernis,Bruce Norris,Glenn Fitzgerald,Greg Wood,Mischa Barton,Angelica Page,Lisa Summerour,Firdous Bamji,Samia Shoaib,Hayden Saunier,Janis Dardaris",,
Un homme d'exception,A Beautiful Mind,13 février 2002,135,"Après que John Nash, mathématicien brillant mais asocial, accepte un travail secret en cryptographie, sa vie se transforme en cauchemar.","Biographique,Drame",Anglais,États-Unis,Tous publics,8.2,"Russell Crowe,Ed Harris,Jennifer Connelly,Christopher Plummer,Paul Bettany,Adam Goldberg,Josh Lucas,Anthony Rapp,Jason Gray-Stanford,Judd Hirsch,Austin Pendleton,Vivien Cardone,Jillie Simon,Victor Steinbach,Tanya Clarke,Thomas F. Walsh,Jesse Doran,Kent Cassella",,
The Truman Show,The Truman Show,28 octobre 1998,103,Un vendeur d'assurance découvre que sa vie tout entière est en fait une émission de télévision.,"Comédie,Drame",Anglais,États-Unis,Tous publics,8.2,"Jim Carrey,Ed Harris,Laura Linney,Noah Emmerich,Natascha McElhone,Holland Taylor,Brian Delate,Blair Slater,Peter Krause,Heidi Schanz,Ron Taylor,Don Taylor,Ted Raymond,Judy Clayton,Fritz Dominique,Angel Schmiedt,Nastassja Schmiedt,Muriel Moore",,
There Will Be Blood,There Will Be Blood,27 février 2008,158,"Une histoire de famille, de religion, de haine, de pétrole et de folie, centrée sur un prospecteur aux débuts de l'entreprise.",Drame,"Anglais,Langue des signes américaine",États-Unis,Tous publics avec avertissement,8.2,"Daniel Day-Lewis,Paul Dano,Ciarán Hinds,Martin Stringer,Matthew Braden Stringer,Jacob Stringer,Joseph Mussey,Barry Del Sherman,Harrison Taylor,Stockton Taylor,Paul F. Tompkins,Dillon Freasier,Kevin Breznahan,Jim Meskimen,Erica Sullivan,Randall Carver,Coco Leigh,Sydney McCallister",,
Spider-Man: No Way Home,Spider-Man: No Way Home,15 décembre 2021,148,"L'identité de Spider-Man étant désormais révélée, Peter demande de l'aide au docteur Strange. Lorsqu'un sort tourne mal, des ennemis commencent à apparaître, forçant Peter à découvrir ce que signifie vraiment être Spider-Man.","Action,Aventure,Fantastique",Anglais,États-Unis,Tous publics,8.3,"Tom Holland,Zendaya,Benedict Cumberbatch,Jacob Batalon,Jon Favreau,Jamie Foxx,Willem Dafoe,Alfred Molina,Benedict Wong,Tony Revolori,Marisa Tomei,Andrew Garfield,Tobey Maguire,Angourie Rice,Arian Moayed,Paula Newsome,Hannibal Buress,Martin Starr",,
Impitoyable,Unforgiven,9 septembre 1992,130,"William Munny, un vieux bandit armé du Far West, prend sa retraite à contrecoeur avec l'aide de son ancien partenaire et d'un jeune homme.","Drame,Western",Anglais,États-Unis,Tous publics,8.2,"Clint Eastwood,Gene Hackman,Morgan Freeman,Richard Harris,Jaimz Woolvett,Saul Rubinek,Frances Fisher,Anna Thomson,David Mucci,Rob Campbell,Anthony James,Tara Frederick,Beverley Elliott,Liisa Repo-Martell,Josie Smith,Shane Meier,Aline Levasseur,Cherrilene Cardinal",,
Monty Python : Sacré Graal !,Monty Python and the Holy Grail,3 décembre 1975,91,"Le Roi Arthur et ses chevaliers se lancent dans une quête du Graal à petit budget, rencontrant de nombreux obstacles très stupides.","Aventure,Comédie,Fantastique","Anglais,Français,Latin,Suédois",Royaume-Uni,Tous publics,8.2,"Graham Chapman,John Cleese,Eric Idle,Terry Gilliam,Terry Jones,Michael Palin,Connie Booth,Carol Cleveland,Neil Innes,Bee Duffell,John Young,Rita Davies,Avril Stewart,Sally Kinghorn,Mark Zycon,Elspeth Cameron,Mitsuko Forstater,Sandy Johnson",,
Le labyrinthe de Pan,El laberinto del fauno,1 novembre 2006,118,"Dans l'Espagne phalangiste de 1944, la jeune belle-fille d'un officier de l'armée sadique s'échappe dans un monde fantastique et captivant.","Drame,Fantastique,Guerre",Espagnol,"Mexique,Espagne",12,8.2,"Ivana Baquero,Ariadna Gil,Sergi López,Maribel Verdú,Doug Jones,Álex Angulo,Manolo Solo,César Vea,Roger Casamajor,Ivan Massagué,Gonzalo Uriarte,Eusebio Lázaro,Francisco Vidal,Juanjo Cucalón,Lina Mira,Mario Zorrilla,Sebastián Haro,Mila Espiga",,
Casino,Casino,13 mars 1996,178,"Une histoire d'avidité, de tromperie, d'argent, de pouvoir et de meurtre se produit entre deux meilleurs amis: un agent de la mafia et un dirigeant de casino s'affrontent/entrent en compétition à cause d'un empire du jeu et d'une jeune femme mondaine à la vie trépidante.","Policier,Drame",Anglais,"États-Unis,France",12,8.2,"Robert De Niro,Sharon Stone,Joe Pesci,James Woods,Don Rickles,Alan King,Kevin Pollak,L.Q. Jones,Dick Smothers,Frank Vincent,John Bloom,Pasquale Cajano,Melissa Prophet,Bill Allison,Vinny Vella,Philip Suriano,Erika von Tagen,Frankie Avalon",,
Ran,Ran,18 septembre 1985,162,"Dans le Japon médiéval, un seigneur de guerre âgé prend sa retraite, remettant son fief à ses trois fils. Cependant, il sous-estime considérablement à quel point ce tout nouveau pouvoir les corrompra, les retournant les uns contre les autres... et contre lui.","Action,Drame,Guerre",Japonais,"Japon,France",Tous publics,8.2,"Tatsuya Nakadai,Akira Terao,Jinpachi Nezu,Daisuke Ryû,Mieko Harada,Yoshiko Miyazaki,Hisashi Igawa,Pîtâ,Masayuki Yui,Kazuo Katô,Norio Matsui,Toshiya Ito,Kenji Kodama,Takashi Watanabe,Mansai Nomura,Takeshi Katô,Jun Tazaki,Hitoshi Ueki",,
Le loup de Wall Street,The Wolf of Wall Street,25 décembre 2013,180,"Inspiré de l'histoire vraie de Jordan Belfort, de son ascension au rôle de riche courtier à la belle vie jusqu'à sa chute impliquant crime, corruption et les autorités.","Biographique,Comédie,Policier","Anglais,Français",États-Unis,12,8.2,"Leonardo DiCaprio,Jonah Hill,Margot Robbie,Matthew McConaughey,Kyle Chandler,Rob Reiner,Jon Bernthal,Jon Favreau,Jean Dujardin,Joanna Lumley,Cristin Milioti,Christine Ebersole,Shea Whigham,Katarina Cas,P.J. Byrne,Kenneth Choi,Brian Sacca,Henry Zebrowski",,
Jugement à Nuremberg,Judgment at Nuremberg,20 décembre 1961,179,"En 1948, un tribunal américain en Allemagne occupée juge quatre nazis jugés pour crimes de guerre.","Drame,Guerre","Anglais,Allemand",États-Unis,Tous publics,8.3,"Spencer Tracy,Burt Lancaster,Richard Widmark,Marlene Dietrich,Maximilian Schell,Judy Garland,Montgomery Clift,William Shatner,Werner Klemperer,Kenneth MacKenna,Torben Meyer,Joseph Bernard,Alan Baxter,Edward Binns,Virginia Christine,Otto Waldis,Karl Swenson,Martin Brandt",,
The Boys,The Boys,26 juillet 2019,60,"Une histoire d'action centrée sur une équipe de la CIA chargée de maintenir les super-héros en ligne, par tous les moyens nécessaires.","Action,Comédie,Policier",Anglais,États-Unis,16,8.7,"Karl Urban,Jack Quaid,Antony Starr,Erin Moriarty,Jessie T. Usher,Laz Alonso,Chace Crawford,Tomer Capone,Karen Fukuhara,Nathan Mitchell,Dominique McElligott,Colby Minifie,Claudia Doumit,Nneka Elliott,Laila Robins,Aya Cash,Katy Breier,Elisabeth Shue",4,25
Steins;Gate,Steins;Gate,31 mars 2017,24,"Après avoir découvert le voyage dans le temps, un étudiant et ses collègues doivent se servir de leurs connaissances pour arrêter une organisation diabolique et leurs plans maléfiques.","Animation,Comédie,Drame","Japonais,Anglais",Japon,13,8.8,"Mamoru Miyano,Asami Imai,Kana Hanazawa,Ashly Burch,J. Michael Tatum,Trina Nishimura,Tomokazu Seki,Tyson Rinehart,Cherami Leigh,Yukari Tamura,Saori Gotô,Yû Kobayashi,Masaki Terasoma,Jessica Cavanagh,Christopher Sabat,Lindsay Seidel,Haruko Momoi,Ayano Yamamoto",1,26
Arrested development - Les nouveaux pauvres,Arrested Development,3 janvier 2005,22,"Après l'emprisonnement de son père, Michael Bluth prend la tête des affaires familiales. Mais le reste de sa famille, gâtée et dysfonctionnelle, rend son travail insupportable.",Comédie,Anglais,États-Unis,Tous publics,8.7,"Jason Bateman,Michael Cera,Portia de Rossi,Will Arnett,Alia Shawkat,Tony Hale,David Cross,Jeffrey Tambor,Jessica Walter,Ron Howard,Henry Winkler,John Beard,Liza Minnelli,Mae Whitman,Justin Grant Wade,Ed Begley Jr.,Isla Fisher,Maria Bamford",5,84
The Mandalorian,The Mandalorian,7 avril 2020,40,"La série se déroule après la chute de l'Empire et avant l'émergence du Premier Ordre, et suit les épreuves d'un tireur solitaire dans les confins de la galaxie, loin de l'autorité de la Nouvelle République.","Action,Aventure,Fantastique",Anglais,États-Unis,Tous publics,8.7,"Pedro Pascal,Carl Weathers,Giancarlo Esposito,Chris Bartlett,Barry Lowin,Gina Carano,Leilani Shiu,Misty Rosas,Omid Abtahi,Temuera Morrison,Ming-Na Wen,Katy M. O'Brian,Rio Hackford,Amy Sedaris,Emily Swallow,Nick Nolte,Werner Herzog,Taika Waititi",3,24
Kota Factory,Kota Factory,16 avril 2019,45,"Dédié à Shrimati SL Loney ji, Shri Irodov ji et Maanniya HC Verma ji, 'Kota Factory' est la dernière création originale de TVF. La première série indienne en noir et blanc illustre les problèmes quotidiens des futurs ingénieurs.","Comédie,Drame",Hindi,Inde,13,9.1,"Mayur More,Jitendra Kumar,Ranjan Raj,Alam Khan,Revathi Pillai,Urvi Singh,Harish Peddinti,Ahsaas Channa,Sameer Saxena,Vaibhav Thakkar,Arun Kumar,Akdas Hayat,Abhishake Jha,Sachin Vidrohi,Jyoti Gauba,Rajesh Kumar,Abhaya Sharma,Jaiti Khera",2,10
Dark,Dark,1 décembre 2017,60,Une saga familiale avec une touche de surnaturel se déroulant dans une petite ville allemande où la disparition de deux jeunes enfants expose les relations de quatre familles.,"Policier,Drame,Mystère",Allemand,"Allemagne,États-Unis",16,8.7,"Louis Hofmann,Karoline Eichhorn,Lisa Vicari,Maja Schöne,Jördis Triebel,Andreas Pietschmann,Stephan Kampwirth,Paul Lux,Oliver Masucci,Moritz Jahn,Peter Benedict,Gina Stiebitz,Deborah Kaufmann,Daan Lennard Liebrenz,Julika Jenkins,Carlotta von Falkenhayn,Dietrich Hollinderbäumer,Mark Waschke",3,26
Oz,Oz,9 décembre 1998,55,Une série relatant les activités quotidiennes d'un établissement pénitentiaire inhabituel et de ses habitants criminels.,"Policier,Drame,Thriller",Anglais,États-Unis,10,8.7,"Ernie Hudson,J.K. Simmons,Lee Tergesen,Dean Winters,George Morfogen,Terry Kinney,Rita Moreno,Harold Perrineau,Eamonn Walker,Craig muMs Grant,Luna Lauren Velez,Granville Adams,Tom Mardirosian,Kirk Acevedo,BD Wong,Chuck Zito,Philip Scozzarella,Scott William Winters",6,56
La Forêt de l'Étrange,Over the Garden Wall,26 octobre 2015,22,Deux frères se retrouvent perdus dans un pays mystérieux et tentent de retrouver le chemin du retour.,"Animation,Court-métrage,Aventure",Anglais,États-Unis,10,8.8,"Elijah Wood,Collin Dean,Melanie Lynskey,Christopher Lloyd,Samuel Ramey,Jack Jones,John Cleese,Emily Brundige,Shirley Jones,Fred Stoller,Cole Sanchez,Sam Marin,Chris Isaak,Janet Klein,Tim Curry,Bebe Neuwirth,Noureen DeWulf,Deborah Voigt",1,10
Ted Lasso,Ted Lasso,14 août 2020,30,"L'histoire de l'entraîneur de football américain Ted Lasso, qui se rend au Royaume-Uni pour diriger une équipe de football londonienne dans l'élite du football anglais.","Comédie,Drame,Sport",Anglais,États-Unis,Tous publics,8.8,"Jason Sudeikis,Brett Goldstein,Brendan Hunt,Nick Mohammed,Hannah Waddingham,Jeremy Swift,Phil Dunster,Juno Temple,Toheeb Jimoh,Kola Bokinni,Billy Harris,Stephen Manas,Cristo Fernández,Moe Jeudy-Lamour,Annette Badland,Adam Colborne,Bronson Webb,Kevin Garry",2,34
Peaky Blinders,Peaky Blinders,12 mars 2015,60,"L'épopée d'une famille de gangsters se déroulant en 1919 à Birmingham en Angleterre, d'un gang cousant des lames de rasoir sur les visières de leurs casquettes, et de leur féroce patron Tommy Shelby.","Policier,Drame","Anglais,Roumain,Gaélique d'Irlande,Italien,Yiddish,Français",Royaume-Uni,10,8.8,"Cillian Murphy,Paul Anderson,Sophie Rundle,Helen McCrory,Ned Dennehy,Finn Cole,Natasha O'Keeffe,Ian Peck,Harry Kirton,Packy Lee,Joe Cole,Annabelle Wallis,Kate Phillips,Aimee-Ffion Edwards,Tony Pitts,Benjamin Zephaniah,Tom Hardy,Jordan Bolger",6,36
Six pieds sous terre,Six Feet Under,6 décembre 2001,60,Une série dramatique qui présente un regard sombre et comique sur les membres d'une famille dysfonctionnelle gérants de pompes funèbres en Californie,"Comédie,Drame",Anglais,États-Unis,Tous publics,8.7,"Peter Krause,Michael C. Hall,Frances Conroy,Lauren Ambrose,Freddy Rodríguez,Mathew St. Patrick,Rachel Griffiths,Justina Machado,Jeremy Sisto,Brenna Tosh,Bronwyn Tosh,James Cromwell,Lili Taylor,Ben Foster,Joanna Cassidy,Richard Jenkins,Giancarlo Rodriguez,Ed O'Ross",5,63
Rome,Rome,29 juin 2006,52,Un récit réaliste des vies des Romains illustres et ordinaires durant les derniers jours de la République romaine.,"Action,Drame,Romantique",Anglais,"Royaume-Uni,États-Unis",Tous publics,8.7,"Kevin McKidd,Ray Stevenson,Polly Walker,Kerry Condon,James Purefoy,Ian McNeice,Coral Amiga,Lindsay Duncan,Lidia Biondi,Tobias Menzies,Nicholas Woodeson,David Bamber,Chiara Mastalli,Manfredi Aliquo,Indira Varma,Suzanne Bertish,Max Pirkis,Lee Boardman",2,22
South Park,South Park,17 juillet 1998,22,Suit les mésaventures de quatre collégiens insolents dans la ville tranquille et dysfonctionnelle de South Park dans le Colorado.,"Animation,Comédie",Anglais,États-Unis,16,8.7,"Trey Parker,Matt Stone,Isaac Hayes,Mona Marshall,April Stewart,Adrien Beard,Eliza Schneider,Jennifer Howell,Jessica Makinson,Mary Kay Bergman,Omaira Coromoto Rivero,Betty Boogie Parker,Vernon Chatman,Kyle McCulloch,John 'Nancy' Hansen,Elisa Gabrielli,Jonathan Kimmel,Milan Agnone",25,320
One Piece,Wan pîsu,6 septembre 2003,24,"""Suivez les aventures de Monkey D. Luffy et de ses amis afin de trouver le plus grand trésor jamais laissé par le légendaire Pirate, Gol D Roger. Le fameux trésor mystérieux nommé """"One Piece"""".""","Animation,Action,Aventure",Japonais,Japon,10,8.9,"Mayumi Tanaka,Laurent Vernin,Tony Beck,Akemi Okamura,Kappei Yamaguchi,Kazuya Nakai,Hiroaki Hirata,Ikue Ôtani,Colleen Clinkenbeard,Yuriko Yamaguchi,Mahito Ôba,Kazuki Yao,Chikao Ôtsuka,Luci Christian,Christopher Sabat,Sonny Strait,Eric Vale,Chô",0,1050
Moi Claude empereur,"I, Claudius",7 juin 1978,669,"The personal and governmental affairs of the Julio-Claudian dynasty at the beginning of the Roman Empire, as recalled by one of its rulers.","Biographique,Drame,Historique","Anglais,Allemand",Royaume-Uni,Not Rated,8.9,"Derek Jacobi,John Hurt,Siân Phillips,Brian Blessed,George Baker,Margaret Tyzack,James Faulkner,Patricia Quinn,Patrick Stewart,Fiona Walker,Kevin McNally,Sheila White,Bernard Hepton,John Cater,Frances White,David Robb,Freda Dowie,Roger Bizley",1,13
Chappelle's Show,Chappelle's Show,26 septembre 2018,22,L'humoriste Dave Chappelle anime ce sketch qui parodie de nombreux aspects raciaux et culturels.,"Comédie,Musical",Anglais,États-Unis,TV-MA,8.8,"Dave Chappelle,Donnell Rawlings,Rudy Rush,Charlie Murphy,Neal Brennan,Yasiin Bey,Randy Pearlstein,Melle Powers,Greer Barnes,Blaire Reinhard,Yoshio Mita,Paul Mooney,Guillermo Diaz,William Bogert,Sophina Brown,Questlove,Bryan Olsen,Bill Burr",3,33
Dragon Ball Z,Doragon bôru zetto,24 décembre 1990,24,"Son Goku continue ses aventures avec une nouvelle famille et la révélation de son origine extraterrestre. Maintenant, Goku et ses alliés doivent défendre la planète contre une attaque de nouveaux ennemis extraterrestres.","Animation,Action,Aventure",,,Tous publics,8.8,"Jôji Yanami,Kyle Hebert,Masako Nozawa,Sean Schemmel,Christopher Sabat,Mayumi Tanaka,Sonny Strait,Stephanie Nadolny,Toshio Furukawa,Ryô Horikawa,Hiromi Tsuru,Tiffany Vollmer,Mike McFarland,Cynthia Cranz,Hirotaka Suzuoki,Daisuke Gôri,Takeshi Kusao,Tôru Furuya",1,291
Dragon Ball Z,Dragon Ball Z,13 septembre 1996,24,"Après avoir appris qu'il était originaire d'une autre planète, le guerrier Goku et ses amis sont amenés à la défendre d'une attaque extraterrestre.","Animation,Action,Aventure","Japonais,Anglais","Japon,États-Unis,Canada",12,8.8,"Doc Harris,Christopher Sabat,Scott McNeil,Sean Schemmel,Terry Klassen,Brian Drummond,Sonny Strait,Stephanie Nadolny,Don Brown,Tiffany Vollmer,Dale Kelly,Cathy Weseluck,Kyle Hebert,Michael Dobson,Kirby Morrow,Jillian Michaels,Ted Cole,Cynthia Cranz",16,277
Succession,Succession,4 juin 2018,60,Suit une famille dysfonctionnelle américaine.,Drame,Anglais,États-Unis,12,8.8,"Nicholas Braun,Peter Friedman,Matthew Macfadyen,Brian Cox,Kieran Culkin,Alan Ruck,Sarah Snook,Jeremy Strong,J. Smith-Cameron,Scott Nicholson,Hiam Abbass,Dagmara Dominczyk,Justine Lupe,Arian Moayed,David Rasche,Rob Yang,Juliana Canfield,Fisher Stevens",3,39
BoJack Horseman,BoJack Horseman,22 août 2018,25,"Bojack Horseman, ancienne star de l'émission ""Horsin' Around"" dans les années 90 maintenant has-been vit à Hollywood, se plaint de tout et porte des pulls colorés.","Animation,Comédie,Drame",Anglais,États-Unis,16,8.8,"Will Arnett,Amy Sedaris,Alison Brie,Aaron Paul,Paul F. Tompkins,Adam Conover,Keith Olbermann,Diedrich Bader,Kristen Schaal,Patton Oswalt,Raphael Bob-Waksberg,Aparna Nancherla,J.K. Simmons,Stanley Tucci,Wendie Malick,Angela Bassett,Rami Malek,Stephanie Beatriz",6,77
Black Mirror,Black Mirror,1 mai 2014,60,Une série d'anthologie explorant un monde tourné vers la haute technologie où se heurtent les plus grandes innovations et les instincts les plus sombres de l'humanité.,"Drame,Mystère,Science-fiction",Anglais,"Royaume-Uni,États-Unis",16,8.8,"Daniel Lapaine,Hannah John-Kamen,Michaela Coel,Beatrice Robertson-Jones,Charles Babalola,Aaron Paul,Anjana Vasan,Daniel Kaluuya,Toby Kebbell,Rory Kinnear,Hayley Atwell,Lenora Crichlow,Daniel Rigby,Jon Hamm,Bryce Dallas Howard,Kelly Macdonald,Alex Lawther,Gugu Mbatha-Raw",5,23
Narcos,Narcos,28 août 2015,49,"Un article sur les exploits criminels du seigneur colombien de la drogue, Pablo Escobar, ainsi que sur les nombreux autres grands noms de la drogue qui ont frappé le pays au fil des ans.","Biographique,Policier,Drame","Anglais,Espagnol","États-Unis,Colombie",12,8.8,"Pedro Pascal,Wagner Moura,Boyd Holbrook,Alberto Ammann,Paulina Gaitan,Juan Murcia,Jorge Monterrosa,Damián Alcázar,Francisco Denis,Raúl Méndez,Juan Sebastián Calero,Paulina García,Diego Cataño,Brett Cullen,Julián Díaz,Joanna Christie,Maurice Compte,María José Sanchez Real",3,30
Blackadder Goes Forth,Blackadder Goes Forth,28 septembre 1989,175,"Coincé au milieu de la Première Guerre mondiale, le capitaine Edmund Blackadder fait de son mieux pour échapper à la banalité de la guerre.","Comédie,Guerre",Anglais,Royaume-Uni,TV-PG,8.8,"Rowan Atkinson,Tony Robinson,Stephen Fry,Hugh Laurie,Tim McInnerny,Gabrielle Glaister,Miranda Richardson,Rik Mayall,Geoffrey Palmer,Jeremy Hardy,Adrian Edmondson,Stephen Frost,Bill Wallis,Hugo Blick,Lee Cornes,Paul Mark Elliott,Jeremy Gittins,Russell Brook",1,6
